type,deposit,material,color,size,size_label,complexity,price
Пам'ятник подвійний,Танський,granite,grey,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",44000
Пам'ятник подвійний,Танський,granite,grey,1000x500x80,Стандарт,"Складна, різьблення й декор",52500
Пам'ятник подвійний,Танський,granite,grey,1000x500x80,Стандарт,"Елітна, скульптура й позолота",66000
Пам'ятник подвійний,Танський,granite,grey,1000x600x80,Збільшений,"Проста форма, гравіювання напису",32500
Пам'ятник подвійний,Танський,granite,grey,1000x600x80,Збільшений,"Базова, портрет і напис",39500
Пам'ятник подвійний,Танський,granite,grey,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",46500
Пам'ятник подвійний,Танський,granite,grey,1000x600x80,Збільшений,"Складна, різьблення й декор",56000
Пам'ятник подвійний,Танський,granite,grey,1000x600x80,Збільшений,"Елітна, скульптура й позолота",70000
Пам'ятник подвійний,Танський,granite,grey,1200x600x80,Преміум,"Проста форма, гравіювання напису",35000
Пам'ятник подвійний,Танський,granite,grey,1200x600x80,Преміум,"Базова, портрет і напис",42000
Пам'ятник подвійний,Танський,granite,grey,1200x600x80,Преміум,"Стандартна, портрет і орнамент",49500
Пам'ятник подвійний,Танський,granite,grey,1200x600x80,Преміум,"Складна, різьблення й декор",59500
Пам'ятник подвійний,Танський,granite,grey,1200x600x80,Преміум,"Елітна, скульптура й позолота",74500
Пам'ятник подвійний,Софіївський,granite,grey,800x450x80,Економ,"Проста форма, гравіювання напису",28000
Пам'ятник подвійний,Софіївський,granite,grey,800x450x80,Економ,"Базова, портрет і напис",34500
Пам'ятник подвійний,Софіївський,granite,grey,800x450x80,Економ,"Стандартна, портрет і орнамент",40500
Пам'ятник подвійний,Софіївський,granite,grey,800x450x80,Економ,"Складна, різьблення й декор",48500
Пам'ятник подвійний,Софіївський,granite,grey,800x450x80,Економ,"Елітна, скульптура й позолота",60500
Пам'ятник подвійний,Софіївський,granite,grey,1000x500x80,Стандарт,"Проста форма, гравіювання напису",31000
Пам'ятник подвійний,Софіївський,granite,grey,1000x500x80,Стандарт,"Базова, портрет і напис",37500
Пам'ятник подвійний,Софіївський,granite,grey,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",44000
Пам'ятник подвійний,Софіївський,granite,grey,1000x500x80,Стандарт,"Складна, різьблення й декор",53000
Пам'ятник подвійний,Софіївський,granite,grey,1000x500x80,Стандарт,"Елітна, скульптура й позолота",66000
Пам'ятник подвійний,Софіївський,granite,grey,1000x600x80,Збільшений,"Проста форма, гравіювання напису",32500
Пам'ятник подвійний,Софіївський,granite,grey,1000x600x80,Збільшений,"Базова, портрет і напис",39500
Пам'ятник подвійний,Софіївський,granite,grey,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",46500
Пам'ятник подвійний,Софіївський,granite,grey,1000x600x80,Збільшений,"Складна, різьблення й декор",56000
Пам'ятник подвійний,Софіївський,granite,grey,1000x600x80,Збільшений,"Елітна, скульптура й позолота",70000
Пам'ятник подвійний,Софіївський,granite,grey,1200x600x80,Преміум,"Проста форма, гравіювання напису",35000
Пам'ятник подвійний,Софіївський,granite,grey,1200x600x80,Преміум,"Базова, портрет і напис",42500
Пам'ятник подвійний,Софіївський,granite,grey,1200x600x80,Преміум,"Стандартна, портрет і орнамент",50000
Пам'ятник подвійний,Софіївський,granite,grey,1200x600x80,Преміум,"Складна, різьблення й декор",60000
Пам'ятник подвійний,Софіївський,granite,grey,1200x600x80,Преміум,"Елітна, скульптура й позолота",75000
Пам'ятник подвійний,Межиріченський,granite,red,800x450x80,Економ,"Проста форма, гравіювання напису",28500
Пам'ятник подвійний,Межиріченський,granite,red,800x450x80,Економ,"Базова, портрет і напис",34500
Пам'ятник подвійний,Межиріченський,granite,red,800x450x80,Економ,"Стандартна, портрет і орнамент",40500
Пам'ятник подвійний,Межиріченський,granite,red,800x450x80,Економ,"Складна, різьблення й декор",48500
Пам'ятник подвійний,Межиріченський,granite,red,800x450x80,Економ,"Елітна, скульптура й позолота",61000
Пам'ятник подвійний,Межиріченський,granite,red,1000x500x80,Стандарт,"Проста форма, гравіювання напису",31000
Пам'ятник подвійний,Межиріченський,granite,red,1000x500x80,Стандарт,"Базова, портрет і напис",37500
Пам'ятник подвійний,Межиріченський,granite,red,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",44500
Пам'ятник подвійний,Межиріченський,granite,red,1000x500x80,Стандарт,"Складна, різьблення й декор",53000
Пам'ятник подвійний,Межиріченський,granite,red,1000x500x80,Стандарт,"Елітна, скульптура й позолота",66500
Пам'ятник подвійний,Межиріченський,granite,red,1000x600x80,Збільшений,"Проста форма, гравіювання напису",33000
Пам'ятник подвійний,Межиріченський,granite,red,1000x600x80,Збільшений,"Базова, портрет і напис",40000
Пам'ятник подвійний,Межиріченський,granite,red,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",47000
Пам'ятник подвійний,Межиріченський,granite,red,1000x600x80,Збільшений,"Складна, різьблення й декор",56500
Пам'ятник подвійний,Межиріченський,granite,red,1000x600x80,Збільшений,"Елітна, скульптура й позолота",70500
Пам'ятник подвійний,Межиріченський,granite,red,1200x600x80,Преміум,"Проста форма, гравіювання напису",35000
Пам'ятник подвійний,Межиріченський,granite,red,1200x600x80,Преміум,"Базова, портрет і напис",42500
Пам'ятник подвійний,Межиріченський,granite,red,1200x600x80,Преміум,"Стандартна, портрет і орнамент",50000
Пам'ятник подвійний,Межиріченський,granite,red,1200x600x80,Преміум,"Складна, різьблення й декор",60500
Пам'ятник подвійний,Межиріченський,granite,red,1200x600x80,Преміум,"Елітна, скульптура й позолота",75500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Проста форма, гравіювання напису",28500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Базова, портрет і напис",34500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Стандартна, портрет і орнамент",40500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Складна, різьблення й декор",48500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Елітна, скульптура й позолота",61000
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",31000
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Базова, портрет і напис",38000
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",44500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Складна, різьблення й декор",53500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",66500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",33000
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Базова, портрет і напис",40000
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",47000
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Складна, різьблення й декор",56500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",70500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",35500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Базова, портрет і напис",43000
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",50500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Складна, різьблення й декор",60500
Пам'ятник подвійний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",75500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Проста форма, гравіювання напису",28500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Базова, портрет і напис",34500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Стандартна, портрет і орнамент",40500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Складна, різьблення й декор",49000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Елітна, скульптура й позолота",61000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",31000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Базова, портрет і напис",38000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",44500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Складна, різьблення й декор",53500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",67000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",33000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Базова, портрет і напис",40000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",47500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Складна, різьблення й декор",57000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",71000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",35500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Базова, портрет і напис",43000
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",50500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Складна, різьблення й декор",60500
Пам'ятник подвійний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",76000
Пам'ятник подвійний,Дідковицький,granite,green,800x450x80,Економ,"Проста форма, гравіювання напису",29000
Пам'ятник подвійний,Дідковицький,granite,green,800x450x80,Економ,"Базова, портрет і напис",35000
Пам'ятник подвійний,Дідковицький,granite,green,800x450x80,Економ,"Стандартна, портрет і орнамент",41000
Пам'ятник подвійний,Дідковицький,granite,green,800x450x80,Економ,"Складна, різьблення й декор",49500
Пам'ятник подвійний,Дідковицький,granite,green,800x450x80,Економ,"Елітна, скульптура й позолота",61500
Пам'ятник подвійний,Дідковицький,granite,green,1000x500x80,Стандарт,"Проста форма, гравіювання напису",31500
Пам'ятник подвійний,Дідковицький,granite,green,1000x500x80,Стандарт,"Базова, портрет і напис",38500
Пам'ятник подвійний,Дідковицький,granite,green,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",45000
Пам'ятник подвійний,Дідковицький,granite,green,1000x500x80,Стандарт,"Складна, різьблення й декор",54000
Пам'ятник подвійний,Дідковицький,granite,green,1000x500x80,Стандарт,"Елітна, скульптура й позолота",67500
Пам'ятник подвійний,Дідковицький,granite,green,1000x600x80,Збільшений,"Проста форма, гравіювання напису",33500
Пам'ятник подвійний,Дідковицький,granite,green,1000x600x80,Збільшений,"Базова, портрет і напис",40500
Пам'ятник подвійний,Дідковицький,granite,green,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",48000
Пам'ятник подвійний,Дідковицький,granite,green,1000x600x80,Збільшений,"Складна, різьблення й декор",57500
Пам'ятник подвійний,Дідковицький,granite,green,1000x600x80,Збільшений,"Елітна, скульптура й позолота",72000
Пам'ятник подвійний,Дідковицький,granite,green,1200x600x80,Преміум,"Проста форма, гравіювання напису",36000
Пам'ятник подвійний,Дідковицький,granite,green,1200x600x80,Преміум,"Базова, портрет і напис",43500
Пам'ятник подвійний,Дідковицький,granite,green,1200x600x80,Преміум,"Стандартна, портрет і орнамент",51500
Пам'ятник подвійний,Дідковицький,granite,green,1200x600x80,Преміум,"Складна, різьблення й декор",61500
Пам'ятник подвійний,Дідковицький,granite,green,1200x600x80,Преміум,"Елітна, скульптура й позолота",77000
Пам'ятник подвійний,Токівський,granite,brown,800x450x80,Економ,"Проста форма, гравіювання напису",29000
Пам'ятник подвійний,Токівський,granite,brown,800x450x80,Економ,"Базова, портрет і напис",35500
Пам'ятник подвійний,Токівський,granite,brown,800x450x80,Економ,"Стандартна, портрет і орнамент",42000
Пам'ятник подвійний,Токівський,granite,brown,800x450x80,Економ,"Складна, різьблення й декор",50000
Пам'ятник подвійний,Токівський,granite,brown,800x450x80,Економ,"Елітна, скульптура й позолота",62500
Пам'ятник подвійний,Токівський,granite,brown,1000x500x80,Стандарт,"Проста форма, гравіювання напису",32000
Пам'ятник подвійний,Токівський,granite,brown,1000x500x80,Стандарт,"Базова, портрет і напис",39000
Пам'ятник подвійний,Токівський,granite,brown,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",46000
Пам'ятник подвійний,Токівський,granite,brown,1000x500x80,Стандарт,"Складна, різьблення й декор",55000
Пам'ятник подвійний,Токівський,granite,brown,1000x500x80,Стандарт,"Елітна, скульптура й позолота",69000
Пам'ятник подвійний,Токівський,granite,brown,1000x600x80,Збільшений,"Проста форма, гравіювання напису",34500
Пам'ятник подвійний,Токівський,granite,brown,1000x600x80,Збільшений,"Базова, портрет і напис",41500
Пам'ятник подвійний,Токівський,granite,brown,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",49000
Пам'ятник подвійний,Токівський,granite,brown,1000x600x80,Збільшений,"Складна, різьблення й декор",59000
Пам'ятник подвійний,Токівський,granite,brown,1000x600x80,Збільшений,"Елітна, скульптура й позолота",73500
Пам'ятник подвійний,Токівський,granite,brown,1200x600x80,Преміум,"Проста форма, гравіювання напису",37000
Пам'ятник подвійний,Токівський,granite,brown,1200x600x80,Преміум,"Базова, портрет і напис",45000
Пам'ятник подвійний,Токівський,granite,brown,1200x600x80,Преміум,"Стандартна, портрет і орнамент",52500
Пам'ятник подвійний,Токівський,granite,brown,1200x600x80,Преміум,"Складна, різьблення й декор",63000
Пам'ятник подвійний,Токівський,granite,brown,1200x600x80,Преміум,"Елітна, скульптура й позолота",79000
Пам'ятник подвійний,Берестовецький,granite,black,800x450x80,Економ,"Проста форма, гравіювання напису",29500
Пам'ятник подвійний,Берестовецький,granite,black,800x450x80,Економ,"Базова, портрет і напис",35500
Пам'ятник подвійний,Берестовецький,granite,black,800x450x80,Економ,"Стандартна, портрет і орнамент",42000
Пам'ятник подвійний,Берестовецький,granite,black,800x450x80,Економ,"Складна, різьблення й декор",50500
Пам'ятник подвійний,Берестовецький,granite,black,800x450x80,Економ,"Елітна, скульптура й позолота",63000
Пам'ятник подвійний,Берестовецький,granite,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",32500
Пам'ятник подвійний,Берестовецький,granite,black,1000x500x80,Стандарт,"Базова, портрет і напис",39500
Пам'ятник подвійний,Берестовецький,granite,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",46500
Пам'ятник подвійний,Берестовецький,granite,black,1000x500x80,Стандарт,"Складна, різьблення й декор",55500
Пам'ятник подвійний,Берестовецький,granite,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",69500
Пам'ятник подвійний,Берестовецький,granite,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",34500
Пам'ятник подвійний,Берестовецький,granite,black,1000x600x80,Збільшений,"Базова, портрет і напис",42000
Пам'ятник подвійний,Берестовецький,granite,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",49500
Пам'ятник подвійний,Берестовецький,granite,black,1000x600x80,Збільшений,"Складна, різьблення й декор",59500
Пам'ятник подвійний,Берестовецький,granite,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",74500
Пам'ятник подвійний,Берестовецький,granite,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",37500
Пам'ятник подвійний,Берестовецький,granite,black,1200x600x80,Преміум,"Базова, портрет і напис",45500
Пам'ятник подвійний,Берестовецький,granite,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",53500
Пам'ятник подвійний,Берестовецький,granite,black,1200x600x80,Преміум,"Складна, різьблення й декор",64000
Пам'ятник подвійний,Берестовецький,granite,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",80000
Пам'ятник подвійний,Маславський,granite,green,800x450x80,Економ,"Проста форма, гравіювання напису",30000
Пам'ятник подвійний,Маславський,granite,green,800x450x80,Економ,"Базова, портрет і напис",36500
Пам'ятник подвійний,Маславський,granite,green,800x450x80,Економ,"Стандартна, портрет і орнамент",43000
Пам'ятник подвійний,Маславський,granite,green,800x450x80,Економ,"Складна, різьблення й декор",51500
Пам'ятник подвійний,Маславський,granite,green,800x450x80,Економ,"Елітна, скульптура й позолота",64500
Пам'ятник подвійний,Маславський,granite,green,1000x500x80,Стандарт,"Проста форма, гравіювання напису",33500
Пам'ятник подвійний,Маславський,granite,green,1000x500x80,Стандарт,"Базова, портрет і напис",40500
Пам'ятник подвійний,Маславський,granite,green,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",47500
Пам'ятник подвійний,Маславський,granite,green,1000x500x80,Стандарт,"Складна, різьблення й декор",57500
Пам'ятник подвійний,Маславський,granite,green,1000x500x80,Стандарт,"Елітна, скульптура й позолота",71500
Пам'ятник подвійний,Маславський,granite,green,1000x600x80,Збільшений,"Проста форма, гравіювання напису",36000
Пам'ятник подвійний,Маславський,granite,green,1000x600x80,Збільшений,"Базова, портрет і напис",43500
Пам'ятник подвійний,Маславський,granite,green,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",51000
Пам'ятник подвійний,Маславський,granite,green,1000x600x80,Збільшений,"Складна, різьблення й декор",61500
Пам'ятник подвійний,Маславський,granite,green,1000x600x80,Збільшений,"Елітна, скульптура й позолота",76500
Пам'ятник подвійний,Маславський,granite,green,1200x600x80,Преміум,"Проста форма, гравіювання напису",38500
Пам'ятник подвійний,Маславський,granite,green,1200x600x80,Преміум,"Базова, портрет і напис",47000
Пам'ятник подвійний,Маславський,granite,green,1200x600x80,Преміум,"Стандартна, портрет і орнамент",55000
Пам'ятник подвійний,Маславський,granite,green,1200x600x80,Преміум,"Складна, різьблення й декор",66000
Пам'ятник подвійний,Маславський,granite,green,1200x600x80,Преміум,"Елітна, скульптура й позолота",82500
Пам'ятник подвійний,Лезниківський,granite,red,800x450x80,Економ,"Проста форма, гравіювання напису",29000
Пам'ятник подвійний,Лезниківський,granite,red,800x450x80,Економ,"Базова, портрет і напис",35000
Пам'ятник подвійний,Лезниківський,granite,red,800x450x80,Економ,"Стандартна, портрет і орнамент",41500
Пам'ятник подвійний,Лезниківський,granite,red,800x450x80,Економ,"Складна, різьблення й декор",49500
Пам'ятник подвійний,Лезниківський,granite,red,800x450x80,Економ,"Елітна, скульптура й позолота",62000
Пам'ятник подвійний,Лезниківський,granite,red,1000x500x80,Стандарт,"Проста форма, гравіювання напису",31500
Пам'ятник подвійний,Лезниківський,granite,red,1000x500x80,Стандарт,"Базова, портрет і напис",38500
Пам'ятник подвійний,Лезниківський,granite,red,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",45500
Пам'ятник подвійний,Лезниківський,granite,red,1000x500x80,Стандарт,"Складна, різьблення й декор",54500
Пам'ятник подвійний,Лезниківський,granite,red,1000x500x80,Стандарт,"Елітна, скульптура й позолота",68000
Пам'ятник подвійний,Лезниківський,granite,red,1000x600x80,Збільшений,"Проста форма, гравіювання напису",34000
Пам'ятник подвійний,Лезниківський,granite,red,1000x600x80,Збільшений,"Базова, портрет і напис",41000
Пам'ятник подвійний,Лезниківський,granite,red,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",48500
Пам'ятник подвійний,Лезниківський,granite,red,1000x600x80,Збільшений,"Складна, різьблення й декор",58000
Пам'ятник подвійний,Лезниківський,granite,red,1000x600x80,Збільшений,"Елітна, скульптура й позолота",72500
Пам'ятник подвійний,Лезниківський,granite,red,1200x600x80,Преміум,"Проста форма, гравіювання напису",36000
Пам'ятник подвійний,Лезниківський,granite,red,1200x600x80,Преміум,"Базова, портрет і напис",44000
Пам'ятник подвійний,Лезниківський,granite,red,1200x600x80,Преміум,"Стандартна, портрет і орнамент",51500
Пам'ятник подвійний,Лезниківський,granite,red,1200x600x80,Преміум,"Складна, різьблення й декор",62000
Пам'ятник подвійний,Лезниківський,granite,red,1200x600x80,Преміум,"Елітна, скульптура й позолота",77500
Пам'ятник подвійний,Мармур білий,marble,white,800x450x80,Економ,"Проста форма, гравіювання напису",30500
Пам'ятник подвійний,Мармур білий,marble,white,800x450x80,Економ,"Базова, портрет і напис",37000
Пам'ятник подвійний,Мармур білий,marble,white,800x450x80,Економ,"Стандартна, портрет і орнамент",43500
Пам'ятник подвійний,Мармур білий,marble,white,800x450x80,Економ,"Складна, різьблення й декор",52500
Пам'ятник подвійний,Мармур білий,marble,white,800x450x80,Економ,"Елітна, скульптура й позолота",65500
Пам'ятник подвійний,Мармур білий,marble,white,1000x500x80,Стандарт,"Проста форма, гравіювання напису",34000
Пам'ятник подвійний,Мармур білий,marble,white,1000x500x80,Стандарт,"Базова, портрет і напис",41500
Пам'ятник подвійний,Мармур білий,marble,white,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",48500
Пам'ятник подвійний,Мармур білий,marble,white,1000x500x80,Стандарт,"Складна, різьблення й декор",58500
Пам'ятник подвійний,Мармур білий,marble,white,1000x500x80,Стандарт,"Елітна, скульптура й позолота",73000
Пам'ятник подвійний,Мармур білий,marble,white,1000x600x80,Збільшений,"Проста форма, гравіювання напису",36500
Пам'ятник подвійний,Мармур білий,marble,white,1000x600x80,Збільшений,"Базова, портрет і напис",44500
Пам'ятник подвійний,Мармур білий,marble,white,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",52000
Пам'ятник подвійний,Мармур білий,marble,white,1000x600x80,Збільшений,"Складна, різьблення й декор",62500
Пам'ятник подвійний,Мармур білий,marble,white,1000x600x80,Збільшений,"Елітна, скульптура й позолота",78500
Пам'ятник подвійний,Мармур білий,marble,white,1200x600x80,Преміум,"Проста форма, гравіювання напису",39500
Пам'ятник подвійний,Мармур білий,marble,white,1200x600x80,Преміум,"Базова, портрет і напис",48000
Пам'ятник подвійний,Мармур білий,marble,white,1200x600x80,Преміум,"Стандартна, портрет і орнамент",56500
Пам'ятник подвійний,Мармур білий,marble,white,1200x600x80,Преміум,"Складна, різьблення й декор",68000
Пам'ятник подвійний,Мармур білий,marble,white,1200x600x80,Преміум,"Елітна, скульптура й позолота",84500
Пам'ятник європейський,Покостівський,granite,grey,800x450x80,Економ,"Проста форма, гравіювання напису",24000
Пам'ятник європейський,Покостівський,granite,grey,800x450x80,Економ,"Базова, портрет і напис",29000
Пам'ятник європейський,Покостівський,granite,grey,800x450x80,Економ,"Стандартна, портрет і орнамент",34000
Пам'ятник європейський,Покостівський,granite,grey,800x450x80,Економ,"Складна, різьблення й декор",41000
Пам'ятник європейський,Покостівський,granite,grey,800x450x80,Економ,"Елітна, скульптура й позолота",51000
Пам'ятник європейський,Покостівський,granite,grey,1000x500x80,Стандарт,"Проста форма, гравіювання напису",26000
Пам'ятник європейський,Покостівський,granite,grey,1000x500x80,Стандарт,"Базова, портрет і напис",31500
Пам'ятник європейський,Покостівський,granite,grey,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",37000
Пам'ятник європейський,Покостівський,granite,grey,1000x500x80,Стандарт,"Складна, різьблення й декор",44500
Пам'ятник європейський,Покостівський,granite,grey,1000x500x80,Стандарт,"Елітна, скульптура й позолота",55500
Пам'ятник європейський,Покостівський,granite,grey,1000x600x80,Збільшений,"Проста форма, гравіювання напису",27500
Пам'ятник європейський,Покостівський,granite,grey,1000x600x80,Збільшений,"Базова, портрет і напис",33000
Пам'ятник європейський,Покостівський,granite,grey,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",39000
Пам'ятник європейський,Покостівський,granite,grey,1000x600x80,Збільшений,"Складна, різьблення й декор",47000
Пам'ятник європейський,Покостівський,granite,grey,1000x600x80,Збільшений,"Елітна, скульптура й позолота",58500
Пам'ятник європейський,Покостівський,granite,grey,1200x600x80,Преміум,"Проста форма, гравіювання напису",29000
Пам'ятник європейський,Покостівський,granite,grey,1200x600x80,Преміум,"Базова, портрет і напис",35500
Пам'ятник європейський,Покостівський,granite,grey,1200x600x80,Преміум,"Стандартна, портрет і орнамент",41500
Пам'ятник європейський,Покостівський,granite,grey,1200x600x80,Преміум,"Складна, різьблення й декор",50000
Пам'ятник європейський,Покостівський,granite,grey,1200x600x80,Преміум,"Елітна, скульптура й позолота",62500
Пам'ятник європейський,Габро (Головинське),gabbro,black,800x450x80,Економ,"Проста форма, гравіювання напису",24500
Пам'ятник європейський,Габро (Головинське),gabbro,black,800x450x80,Економ,"Базова, портрет і напис",29500
Пам'ятник європейський,Габро (Головинське),gabbro,black,800x450x80,Економ,"Стандартна, портрет і орнамент",35000
Пам'ятник європейський,Габро (Головинське),gabbro,black,800x450x80,Економ,"Складна, різьблення й декор",42000
Пам'ятник європейський,Габро (Головинське),gabbro,black,800x450x80,Економ,"Елітна, скульптура й позолота",52500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",26500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Базова, портрет і напис",32500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",38000
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Складна, різьблення й декор",46000
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",57000
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",28500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Базова, портрет і напис",34500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",40500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Складна, різьблення й декор",48500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",60500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",30000
Пам'ятник європейський,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Базова, портрет і напис",36500
Пам'ятник європейський,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",43000
Пам'ятник європейський,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Складна, різьблення й декор",52000
Пам'ятник європейський,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",65000
Пам'ятник європейський,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Проста форма, гравіювання напису",25500
Пам'ятник європейський,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Базова, портрет і напис",31000
Пам'ятник європейський,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Стандартна, портрет і орнамент",36000
Пам'ятник європейський,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Складна, різьблення й декор",43500
